id,work_id,photo_url,stage,timestamp,latitude,longitude,phash,dhash
37,19,/photos/street_light_1.jpg,Before/Early Stage,2026-09-05 12:17:00.261396,25.474238941026496,73.80682097045693,8976e334e2817efd,8976e334e2817efd
38,19,/photos/street_light_1.jpg,Current Stage,2026-09-05 12:17:00.261396,25.474338941026495,73.80692097045693,8976e334e2817efd,8976e334e2817efd
39,20,/photos/street_light_1.jpg,Before/Early Stage,2026-09-05 12:17:00.279331,27.635145827416533,85.1502088116351,f8cda88b436d76e2,f8cda88b436d76e2
40,20,/photos/street_light_1.jpg,Current Stage,2026-09-05 12:17:00.279331,27.635245827416533,85.1503088116351,f8cda88b436d76e2,f8cda88b436d76e2
41,21,/photos/street_light_1.jpg,Before/Early Stage,2026-09-05 12:17:00.279331,21.307430221542116,83.46141092111975,f4188f3f8a14be62,f4188f3f8a14be62
42,21,/photos/street_light_1.jpg,Current Stage,2026-09-05 12:17:00.279331,21.307530221542116,83.46151092111975,f4188f3f8a14be62,f4188f3f8a14be62
43,22,/photos/street_light_1.jpg,Before/Early Stage,2026-09-05 12:17:00.279331,27.041902834803153,84.49181638748158,3d4cbf374eb93eff,3d4cbf374eb93eff
44,22,/photos/street_light_1.jpg,Current Stage,2026-09-05 12:17:00.279331,27.042002834803153,84.49191638748158,3d4cbf374eb93eff,3d4cbf374eb93eff
45,23,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.294227,26.1500919915252,74.01303282104647,f264accc79ac1b1e,f264accc79ac1b1e
46,23,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.294227,26.1501919915252,74.01313282104647,f264accc79ac1b1e,f264accc79ac1b1e
47,24,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.301957,22.56255870127707,86.92772541424733,5f987c71a65e688e,5f987c71a65e688e
48,24,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.301957,22.56265870127707,86.92782541424734,5f987c71a65e688e,5f987c71a65e688e
49,25,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.301957,24.47598002715339,80.86775770471424,122c9a5601d74256,122c9a5601d74256
50,25,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.301957,24.47608002715339,80.86785770471424,122c9a5601d74256,122c9a5601d74256
51,26,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.311459,22.29997038531992,79.33267603734231,21df306f8a0b3c33,21df306f8a0b3c33
52,26,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.311459,22.30007038531992,79.33277603734231,21df306f8a0b3c33,21df306f8a0b3c33
53,27,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.311459,20.84517379228587,81.91884296776848,6c6fa6115ab33edf,6c6fa6115ab33edf
54,27,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.311459,20.84527379228587,81.91894296776849,6c6fa6115ab33edf,6c6fa6115ab33edf
55,28,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.311459,25.852887348685343,84.02882841183931,3fa7f1041bf90e27,3fa7f1041bf90e27
56,28,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.311459,25.852987348685343,84.02892841183932,3fa7f1041bf90e27,3fa7f1041bf90e27
57,29,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.327968,23.60073288592231,84.93410166095127,19108be58ce21ea3,19108be58ce21ea3
58,29,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.327968,23.60083288592231,84.93420166095127,19108be58ce21ea3,19108be58ce21ea3
59,30,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.327968,23.90273150197121,84.98329087105022,0f02bad0e7067ef4,0f02bad0e7067ef4
60,30,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.327968,23.90283150197121,84.98339087105022,0f02bad0e7067ef4,0f02bad0e7067ef4
61,31,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.327968,27.662809362791418,86.93179807344144,a97065e18e46d534,a97065e18e46d534
62,31,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.327968,27.662909362791417,86.93189807344145,a97065e18e46d534,a97065e18e46d534
63,32,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.344754,26.00900692699461,72.95176256632149,7a0ecfea958ca9ba,7a0ecfea958ca9ba
64,32,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.344754,26.00910692699461,72.9518625663215,7a0ecfea958ca9ba,7a0ecfea958ca9ba
65,33,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.344754,24.800777340955218,82.16066704870094,675dd5af3c365296,675dd5af3c365296
66,33,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.344754,24.800877340955218,82.16076704870095,675dd5af3c365296,675dd5af3c365296
67,34,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.344754,25.293247999332927,80.52188116527694,ef48e8d550fd9d3f,ef48e8d550fd9d3f
68,34,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.344754,25.293347999332926,80.52198116527694,ef48e8d550fd9d3f,ef48e8d550fd9d3f
69,35,/photos/street_light_1.jpg,Before/Early Stage,2026-09-05 12:17:00.361602,22.469976930410223,76.81104022445062,ef8c485bc07a30f2,ef8c485bc07a30f2
70,35,/photos/street_light_1.jpg,Current Stage,2026-09-05 12:17:00.361602,22.470076930410222,76.81114022445063,ef8c485bc07a30f2,ef8c485bc07a30f2
71,36,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.361602,27.4727490861503,85.22487618792795,3e896c64e117dac3,3e896c64e117dac3
72,36,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.361602,27.4728490861503,85.22497618792795,3e896c64e117dac3,3e896c64e117dac3
73,37,/photos/street_light_1.jpg,Before/Early Stage,2026-09-05 12:17:00.361602,24.278631471557933,82.05116173531749,4ca415ea8dfa6a56,4ca415ea8dfa6a56
74,37,/photos/street_light_1.jpg,Current Stage,2026-09-05 12:17:00.361602,24.278731471557933,82.0512617353175,4ca415ea8dfa6a56,4ca415ea8dfa6a56
75,38,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.378069,22.25155087728705,81.11196442275033,57c700aab7b56ea7,57c700aab7b56ea7
76,38,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.378069,22.251650877287048,81.11206442275034,57c700aab7b56ea7,57c700aab7b56ea7
77,39,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.378069,20.829157894930596,78.41127901119953,0b49452d46d483f3,0b49452d46d483f3
78,39,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.378069,20.829257894930596,78.41137901119953,0b49452d46d483f3,0b49452d46d483f3
79,40,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.378069,24.531164231720496,73.7669208207811,e21342b0f1eedba3,e21342b0f1eedba3
80,40,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.378069,24.531264231720495,73.7670208207811,e21342b0f1eedba3,e21342b0f1eedba3
81,41,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.393185,20.430447979533977,77.53330757837611,cbceabdeeededb07,cbceabdeeededb07
82,41,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.393185,20.430547979533976,77.53340757837611,cbceabdeeededb07,cbceabdeeededb07
83,42,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.395624,26.262918310784396,85.27360705162003,f94d62046808593f,f94d62046808593f
84,42,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.395624,26.263018310784396,85.27370705162004,f94d62046808593f,f94d62046808593f
85,43,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.402180,21.516949241003836,85.87486069909903,ee49f329c84a7b28,ee49f329c84a7b28
86,43,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.402180,21.517049241003836,85.87496069909903,ee49f329c84a7b28,ee49f329c84a7b28
87,44,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.402180,26.882886685568476,75.4142623914304,eb1fa9f2d10bd1d0,eb1fa9f2d10bd1d0
88,44,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.402180,26.882986685568476,75.4143623914304,eb1fa9f2d10bd1d0,eb1fa9f2d10bd1d0
89,45,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.411837,22.30096418208173,73.13436924447602,4774bc58c5f8bc16,4774bc58c5f8bc16
90,45,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.411837,22.30106418208173,73.13446924447602,4774bc58c5f8bc16,4774bc58c5f8bc16
91,46,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.411837,21.510685747762462,86.44176130484718,09cb394243f59a85,09cb394243f59a85
92,46,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.411837,21.510785747762462,86.44186130484718,09cb394243f59a85,09cb394243f59a85
93,47,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.411837,21.60162231856814,72.76135935232715,006ed6e36fa17735,006ed6e36fa17735
94,47,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.411837,21.60172231856814,72.76145935232715,006ed6e36fa17735,006ed6e36fa17735
95,48,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.427641,25.022927738576634,81.9844733963566,b841d0a01fe771d6,b841d0a01fe771d6
96,48,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.427641,25.023027738576634,81.98457339635661,b841d0a01fe771d6,b841d0a01fe771d6
97,49,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.427641,21.615536734622165,82.00744856977029,ad64b56c610faa3f,ad64b56c610faa3f
98,49,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.427641,21.615636734622164,82.0075485697703,ad64b56c610faa3f,ad64b56c610faa3f
99,50,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.427641,23.496116384919695,80.74177323981566,527eecfaa79ac9aa,527eecfaa79ac9aa
100,50,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.427641,23.496216384919695,80.74187323981566,527eecfaa79ac9aa,527eecfaa79ac9aa
101,51,/photos/community_hall_1.jpg,Before/Early Stage,2026-09-05 12:17:00.444586,22.341912599444917,81.99142216094448,55cee5db9e87e04c,55cee5db9e87e04c
102,51,/photos/community_hall_1.jpg,Current Stage,2026-09-05 12:17:00.444586,22.342012599444917,81.99152216094448,55cee5db9e87e04c,55cee5db9e87e04c
